emp_no,first_name,last_name,title,from_date,to_date
410036,Augustine,Asrin,Engineer,1987-01-24,1996-01-24
410040,Jeane,Brobst,Engineer,1996-12-08,9999-01-01
410041,Danil,Wursthorn,Technique Leader,1990-08-10,9999-01-01
410042,Mona,Huxford,Staff,1996-11-03,9999-01-01
410043,Patricio,Mattern,Senior Engineer,1986-11-25,9999-01-01
410049,Shuichi,Kuzuoka,Engineer,1989-05-01,1997-05-01
410052,Ramya,Shackell,Assistant Engineer,1994-12-04,2000-12-03
410057,Kristin,Kermarrec,Senior Staff,1994-12-08,9999-01-01
410061,Bouchung,Chinin,Engineer,1993-03-06,1999-03-06
410062,Lucien,Syang,Senior Engineer,1991-01-24,9999-01-01
410063,Bilhanan,Willoner,Engineer,1992-10-09,1999-10-10
410065,Shooichi,Comyn,Engineer,1996-06-22,9999-01-01
410070,Kensyu,Chappelet,Staff,1994-12-09,9999-01-01
410072,Valeska,Lorin,Senior Staff,1997-02-16,9999-01-01
410076,Spyrose,Shiratori,Staff,1998-12-14,9999-01-01
410081,Maria,Sewelson,Assistant Engineer,1993-11-25,2001-11-25
410083,Alassane,Gischer,Senior Staff,1996-12-13,9999-01-01
410084,Alexius,Pappas,Engineer,1995-10-22,9999-01-01
410085,Khaled,Zhang,Engineer,1991-06-10,1996-06-09
410087,Zhigen,Maraist,Senior Engineer,1991-07-29,9999-01-01
410089,Yongqiao,Karnin,Staff,1995-01-12,9999-01-01
410091,Juichirou,Manderick,Engineer,1992-02-05,1998-02-04
410095,Rafael,Hiraishi,Engineer,1996-05-27,9999-01-01
410098,Duke,Baek,Staff,1994-04-25,9999-01-01
410099,Sanjay,Bauknecht,Assistant Engineer,1998-12-31,9999-01-01
410105,Guozhong,Hasenauer,Engineer,1992-08-18,1998-08-18
410106,Ger,Mungall,Senior Staff,1994-05-13,9999-01-01
410107,Yishay,Ladret,Engineer,1991-08-19,1997-08-18
410108,Unal,Ratzlaff,Senior Engineer,1988-11-10,9999-01-01
410117,Fumiyo,Beausoleil,Staff,1998-11-17,9999-01-01
410124,Froduald,Veccia,Senior Engineer,1998-10-30,9999-01-01
410126,Mari,Shobatake,Senior Staff,1995-05-28,9999-01-01
410134,Heon,Schwartzburd,Engineer,1989-12-26,1997-12-26
410137,Seongbin,Murthy,Senior Staff,1998-03-22,9999-01-01
410148,Alagu,Stanger,Engineer,1994-12-29,2000-12-28
410156,Takushi,Chappelet,Engineer,1985-02-10,1991-02-10
410159,Mansur,Gecseg,Engineer,1995-06-11,2002-06-11
410165,Licheng,Pews,Senior Staff,1999-09-05,9999-01-01
410177,Miyeon,Cromarty,Engineer,1991-08-19,1999-08-19
410180,Idoia,Tsunoo,Engineer,1991-01-13,1999-01-13
410182,Dinkar,Narlikar,Engineer,1993-08-31,9999-01-01
410184,Sandeepan,Mondadori,Engineer,1986-10-04,1994-10-04
410189,Maren,Duclos,Senior Engineer,1991-07-09,9999-01-01
410201,Hein,Prenel,Assistant Engineer,1985-10-07,1991-10-07
410205,Mrinalini,Ghazalie,Senior Staff,1993-12-23,9999-01-01
410208,Rildo,Beausoleil,Senior Staff,1997-09-16,9999-01-01
410211,Ramalingam,Takanami,Technique Leader,1996-11-24,9999-01-01
410214,Pradeep,Peot,Senior Staff,1997-02-14,9999-01-01
410216,Berthier,Thorensen,Senior Staff,1993-01-17,9999-01-01
410219,Takahira,Yoshizawa,Senior Staff,1999-07-21,9999-01-01
410220,Nahla,Milicic,Engineer,1995-07-17,2002-07-17
410238,Giao,Pell,Senior Staff,2001-12-21,9999-01-01
410248,Maria,Keustermans,Senior Staff,2001-02-23,9999-01-01
410251,Nechama,Ossenbruggen,Senior Engineer,1997-11-13,9999-01-01
410255,Somnath,Anguita,Senior Staff,1994-02-23,9999-01-01
410259,Kellyn,Marquardt,Senior Engineer,1994-01-09,9999-01-01
410262,Tristan,Nergos,Engineer,1995-11-21,2001-11-20
410265,Alper,Beausoleil,Staff,1998-02-11,9999-01-01
410272,Sreenivas,Vernadat,Senior Staff,2001-11-01,9999-01-01
410273,Jianhao,Soloway,Technique Leader,1999-04-09,9999-01-01
410276,Mack,Antonisse,Senior Staff,2000-06-07,9999-01-01
410289,Chenxi,Range,Engineer,1991-09-10,1999-09-10
410295,Shir,Akaboshi,Staff,1995-12-15,9999-01-01
410301,Atilio,Hofstetter,Senior Staff,2000-12-21,9999-01-01
410304,Gaurav,Encarnacion,Engineer,1987-10-26,1994-10-26
410307,Aleksander,Simmen,Senior Staff,2002-01-13,9999-01-01
410312,Eirik,Rullman,Staff,1999-06-15,9999-01-01
410313,Maia,Chepyzhov,Assistant Engineer,1988-02-23,1996-02-23
410320,Emdad,Luon,Engineer,1995-11-17,2000-11-16
410326,Ute,Schapire,Senior Staff,1994-11-13,9999-01-01
410327,Volkmar,Puppe,Engineer,1992-08-09,2000-08-09
410333,Mona,Rebaine,Senior Staff,2001-12-19,9999-01-01
410335,Jianhao,Pargas,Senior Engineer,1989-05-20,9999-01-01
410341,Temple,Merli,Engineer,1994-11-29,9999-01-01
410342,Kyoichi,Berstel,Engineer,1998-05-22,9999-01-01
410345,Xiaoqiang,Ballarin,Staff,1999-09-11,9999-01-01
410347,Marsja,Zschoche,Engineer,1998-03-26,9999-01-01
410349,Yuriy,Peot,Assistant Engineer,1989-04-17,1998-04-17
410350,Amabile,Lorie,Engineer,1998-09-09,9999-01-01
410351,Yuping,Dayana,Senior Staff,2000-08-10,9999-01-01
410356,Yongqiao,Belinskaya,Staff,1996-07-16,9999-01-01
410359,Elgin,Lowrie,Engineer,1993-03-09,2002-03-09
410360,Aral,Veeraraghavan,Senior Staff,1993-02-19,9999-01-01
410363,Aria,Iisaka,Senior Staff,2000-12-11,9999-01-01
410365,Mayuko,Eldridge,Senior Staff,1994-07-17,9999-01-01
410382,Masadi,Staelin,Senior Staff,1993-03-03,9999-01-01
410392,Troy,Karner,Senior Staff,1992-03-10,9999-01-01
410395,Masamitsu,Zuberek,Senior Staff,1995-06-17,9999-01-01
410399,Etsuo,Luiz,Staff,1997-07-11,9999-01-01
410418,Adas,Dahlbom,Senior Engineer,1990-08-21,9999-01-01
410425,Kenroku,Copas,Assistant Engineer,1999-03-18,9999-01-01
410429,Heather,Tischendorf,Engineer,1997-09-23,9999-01-01
410436,Uriel,Perfilyeva,Senior Engineer,1988-02-27,9999-01-01
410443,Eric,Bottner,Engineer,1996-12-29,9999-01-01
410444,Khoa,Hasham,Engineer,1988-08-09,1993-08-09
410449,Shirish,Gyimothy,Assistant Engineer,1990-09-06,1996-09-05
410450,Renee,Pews,Senior Staff,1997-09-05,9999-01-01
410454,Thanasis,Klassen,Engineer,1999-09-19,9999-01-01
410455,Uri,Picaronny,Technique Leader,1991-08-14,9999-01-01
410456,Uno,Dalton,Senior Staff,1995-01-11,9999-01-01
410462,Yefim,Gire,Staff,1998-03-14,9999-01-01
410473,Leaf,Calkin,Senior Staff,2001-09-08,9999-01-01
410474,Guozhong,Wrigley,Staff,1996-12-10,9999-01-01
410479,Aron,Kadhim,Senior Staff,2000-03-25,9999-01-01
410482,Aleksander,Peron,Staff,1996-01-17,9999-01-01
410485,Bokyung,Murtafg,Engineer,1989-04-18,1994-04-18
410494,Zvonko,Flowers,Engineer,1994-01-17,2002-01-17
410496,Jagoda,Denti,Senior Staff,1994-01-30,9999-01-01
410497,Sanjit,Schrift,Senior Staff,1996-12-20,9999-01-01
410503,Randi,Cappelletti,Senior Staff,1995-02-03,9999-01-01
410505,Hongzhu,Yetto,Engineer,1986-03-20,1992-03-19
410513,Jaber,Rosaz,Engineer,1991-04-17,2000-04-16
410514,Bernice,Compeau,Senior Engineer,1987-12-08,9999-01-01
410516,Lucian,Badr,Senior Staff,1999-02-05,9999-01-01
410517,Abdelwaheb,Zirintsis,Engineer,1993-04-22,2002-04-22
410520,Ashish,Nittel,Senior Staff,2001-12-25,9999-01-01
410525,Inderjeet,Shiratori,Senior Staff,1987-02-28,9999-01-01
410526,Kwok,Bach,Senior Staff,1991-12-24,9999-01-01
410527,Dayanand,Bharadwaj,Senior Staff,1998-07-14,9999-01-01
410538,Feipei,Backhouse,Assistant Engineer,1989-12-01,1994-12-01
410546,Mitsuyuki,Murillo,Engineer,1993-10-19,2000-10-19
410548,Valter,Jansch,Senior Staff,2001-05-16,9999-01-01
410553,Sanjay,Varman,Engineer,1986-12-25,1994-12-25
410561,Vitaly,Kusalik,Engineer,1986-02-27,1994-02-27
410563,Magy,Akazan,Senior Staff,2000-06-13,9999-01-01
410578,Oscar,Leivant,Assistant Engineer,1985-08-27,1994-08-27
410580,Yaghout,Morton,Engineer,1994-12-07,9999-01-01
410581,Yannik,Oxenboll,Engineer,1998-12-20,9999-01-01
410594,Yannik,Stille,Staff,1999-02-01,9999-01-01
410595,Hidde,Angelov,Senior Staff,1994-09-15,9999-01-01
410599,Rajmohan,Janetzko,Senior Staff,1993-01-15,9999-01-01
410604,Sajjad,Lunn,Staff,1999-11-03,9999-01-01
410609,Kannan,Scallan,Engineer,1987-02-01,1995-02-01
410618,Boutros,McConalogue,Engineer,1991-05-28,1999-05-28
410620,Naftaly,Cappello,Engineer,1991-04-02,1998-04-02
410631,Jeanna,Guenter,Engineer,1992-02-09,1999-02-09
410638,Baoqiu,Lieberherr,Engineer,1992-10-20,1998-10-20
410640,Marc,Matzen,Senior Staff,2001-04-16,9999-01-01
410657,Shaunak,Versino,Senior Staff,1992-02-03,9999-01-01
410659,Valeri,Shiratori,Staff,1998-08-07,9999-01-01
410660,Chinhyun,Rusmann,Senior Staff,1997-05-06,9999-01-01
410663,Candida,Bennet,Staff,1998-12-25,9999-01-01
410664,Cathie,Nollmann,Engineer,1998-09-13,9999-01-01
410668,Yishay,McDermid,Engineer,1988-08-23,1993-08-23
410671,Jinya,Esteva,Senior Engineer,1993-05-06,9999-01-01
410675,Arve,Blokdijk,Engineer,1996-12-24,9999-01-01
410676,Emdad,Dayang,Senior Staff,2000-10-10,9999-01-01
410678,Rajmohan,Stassinopoulos,Senior Staff,1999-06-30,9999-01-01
410683,Alagu,Whittlesey,Assistant Engineer,1991-12-08,1997-12-07
410685,Sreekrishna,Beetstra,Senior Staff,2001-10-17,9999-01-01
410690,Akhilish,Papadias,Engineer,1992-12-25,2000-12-25
410698,Nishit,Piazza,Engineer,1990-07-08,1998-07-08
410699,Hideo,Litvinov,Senior Staff,1994-02-01,9999-01-01
410704,Shaz,Gruenwald,Engineer,1994-09-22,2001-09-22
410706,Dhritiman,Dymetman,Engineer,1986-05-03,1994-05-03
410708,Volkmar,Hartvigsen,Senior Staff,1995-12-21,9999-01-01
410720,Akeno,Pargas,Staff,1999-04-18,9999-01-01
410721,Weiye,Schoegge,Engineer,1997-01-14,9999-01-01
410723,Elgin,Thimonier,Staff,1996-10-17,9999-01-01
410733,Gill,Passafiume,Senior Staff,1994-12-28,9999-01-01
410737,Leandro,Rodiger,Engineer,1991-05-12,1998-05-12
410738,Stein,Covnot,Staff,1995-01-01,9999-01-01
410743,Marke,Schmezko,Engineer,1991-03-09,2000-03-08
410744,Murthy,Papsdorf,Senior Staff,1991-06-17,9999-01-01
410745,Seshu,Thorensen,Engineer,1998-08-15,9999-01-01
410746,Kamran,Melton,Senior Staff,1992-10-27,9999-01-01
410758,Yoshimitsu,Snyers,Senior Staff,1985-04-07,9999-01-01
410763,Zhigen,Krohn,Senior Staff,2000-07-09,9999-01-01
410767,Charlene,Halevi,Senior Engineer,1997-03-03,9999-01-01
410774,Mabo,Doering,Senior Engineer,1999-08-11,9999-01-01
410775,Luerbio,Thebaut,Staff,1998-08-12,9999-01-01
410779,Fabrizio,Vesel,Staff,1995-04-15,9999-01-01
410786,Werner,Crouzet,Senior Staff,2000-07-25,9999-01-01
410794,Sangeeta,Cyne,Technique Leader,1996-01-16,9999-01-01
410795,Kaijung,Plessier,Engineer,1994-03-28,1999-03-28
410798,Fumiyo,Plumb,Engineer,1997-04-16,2002-04-16
410799,Paddy,Bernick,Staff,1999-02-02,9999-01-01
410800,Toshimo,Gadepally,Senior Staff,1994-06-26,9999-01-01
410813,Eckart,Monarch,Engineer,1988-08-09,1995-08-10
410817,Shay,Tasistro,Senior Staff,1987-01-23,9999-01-01
410824,Satosi,Warwick,Senior Staff,1999-03-05,9999-01-01
410836,Dinah,Farrar,Senior Staff,1999-10-02,9999-01-01
410849,Divine,Pocchiola,Technique Leader,1999-09-02,9999-01-01
410851,Jaewoo,Conte,Senior Staff,1996-11-20,9999-01-01
410856,Nishit,Glowinski,Senior Engineer,1987-02-05,9999-01-01
410857,Anestis,Lamba,Senior Staff,1993-08-16,9999-01-01
410862,Shigenori,Shobatake,Senior Engineer,1986-01-13,9999-01-01
410878,Gita,Miyakawa,Staff,1997-06-18,9999-01-01
410880,Shigeo,Schwaller,Senior Staff,2001-05-29,9999-01-01
410882,Munehiro,Mamelak,Staff,1997-04-19,9999-01-01
410883,Supot,Peak,Staff,1998-01-31,9999-01-01
410887,Nagui,Stassinopoulos,Senior Staff,1993-11-16,9999-01-01
410889,Hsiangchu,Smailagic,Assistant Engineer,1989-03-28,1996-03-28
410890,Mads,Gelosh,Staff,1999-06-07,9999-01-01
410893,Fusako,Schlumberger,Senior Staff,1993-08-25,9999-01-01
410896,Sergi,Chaudhuri,Senior Staff,2002-06-18,9999-01-01
410898,Sahrah,Luon,Senior Staff,1996-10-24,9999-01-01
410902,Masaki,Perng,Assistant Engineer,1992-11-29,2001-11-29
410903,Zhilian,Yeung,Engineer,1999-09-30,9999-01-01
410905,Zhenhua,Sifakis,Senior Engineer,1999-05-01,9999-01-01
410908,DAIDA,Macedo,Technique Leader,1991-12-11,9999-01-01
410920,Hitofumi,Lupu,Engineer,1995-03-23,2001-03-22
410921,Fumiya,Zucker,Staff,1997-11-29,9999-01-01
410927,Uzi,Atchley,Engineer,1998-06-14,9999-01-01
410932,Seongbin,Lamma,Engineer,1999-08-26,9999-01-01
410934,Lihong,Asrin,Engineer,1987-07-28,1993-07-27
410936,Shaunak,Christ,Assistant Engineer,1985-08-19,1994-08-19
410938,Kensyu,Borstler,Senior Staff,1996-06-29,9999-01-01
410939,Panayotis,Coullard,Assistant Engineer,1999-07-04,9999-01-01
410941,Gennadi,Theuretzbacher,Engineer,1999-02-08,9999-01-01
410945,Zito,Gustavson,Engineer,1995-10-15,9999-01-01
410948,Barun,Engelmann,Engineer,1985-11-22,1992-11-22
410955,Chirstian,Baranowski,Engineer,1996-10-12,9999-01-01
410956,Vishu,Piancastelli,Senior Staff,1993-01-12,9999-01-01
410957,Bernd,Malabarba,Senior Staff,1993-11-24,9999-01-01
410966,Juichirou,Cooman,Senior Staff,1990-02-26,9999-01-01
410984,Tzu,Edelhoff,Engineer,1999-04-28,9999-01-01
410987,Taegyun,Emmerich,Engineer,1994-06-02,9999-01-01
410989,Hideyuki,Wegerle,Senior Staff,1996-01-23,9999-01-01
410990,Jayesh,Mahnke,Engineer,1991-05-29,1996-05-28
410992,Leucio,Maquelin,Senior Staff,2001-10-26,9999-01-01
410996,Kristen,Seiwald,Senior Engineer,1992-10-18,9999-01-01
411001,Zengping,Chachaty,Engineer,1997-02-05,9999-01-01
411010,Collette,Benaini,Engineer,1997-03-22,9999-01-01
411016,Yurij,Itzfeldt,Engineer,1993-03-21,1998-03-21
411020,Hugo,Swen,Senior Staff,1992-08-16,9999-01-01
411023,Shirish,Lupu,Engineer,1991-04-05,1999-04-05
411024,Bowen,Syrzycki,Senior Staff,2002-02-20,9999-01-01
411028,Parto,Rosti,Staff,1997-03-17,9999-01-01
411030,Slavian,Kulisch,Senior Engineer,1985-03-17,9999-01-01
411036,Florina,Hofstetter,Senior Engineer,1986-01-31,9999-01-01
411037,Danai,Cochrane,Engineer,1998-04-14,9999-01-01
411041,Aiichiro,Joslin,Engineer,1998-05-01,9999-01-01
411050,Moriyoshi,Jahnichen,Senior Staff,1997-12-10,9999-01-01
411053,Shigeichiro,Theuretzbacher,Senior Engineer,1990-02-06,9999-01-01
411055,Pragnesh,Yurek,Senior Engineer,1998-11-17,9999-01-01
411056,Filipe,Honiden,Senior Engineer,1994-05-20,9999-01-01
411072,Chaoyi,Anguita,Senior Staff,1997-03-04,9999-01-01
411075,Billur,Kaminger,Senior Staff,1999-10-08,9999-01-01
411078,Georg,Morton,Senior Staff,1995-02-09,9999-01-01
411081,Zeydy,Selvestrel,Technique Leader,1993-10-31,9999-01-01
411091,Aloys,Domenig,Engineer,1987-08-31,1992-08-30
411097,Ranga,Besancenot,Technique Leader,1996-12-28,9999-01-01
411103,Muzhong,Uchoa,Senior Engineer,1988-06-08,9999-01-01
411109,Qingxiang,Cappello,Staff,1997-11-06,9999-01-01
411112,Shim,Chimia,Engineer,1996-08-11,9999-01-01
411128,Srinidhi,Swist,Senior Staff,1993-01-21,9999-01-01
411137,Nadjib,Levasseur,Engineer,1996-11-07,9999-01-01
411138,Saddek,Orlowski,Senior Staff,1997-10-25,9999-01-01
411139,Muneo,Sevcikova,Senior Staff,1995-09-01,9999-01-01
411142,Youssef,Gubsky,Senior Staff,2002-05-08,9999-01-01
411149,Mads,Matzke,Assistant Engineer,1998-05-14,9999-01-01
411151,Chenye,Colorni,Senior Engineer,2000-01-28,9999-01-01
411152,Teruyuki,Schahn,Senior Staff,1995-01-07,9999-01-01
411154,Sudharsan,Pluym,Engineer,1990-11-10,1996-11-09
411155,Ult,Kavanagh,Engineer,1988-11-25,1996-11-25
411160,Rafols,Barinka,Senior Staff,2000-10-08,9999-01-01
411163,Kenton,McClure,Engineer,1990-09-23,1995-09-23
411166,Vishu,Hegner,Engineer,1992-08-09,2000-08-09
411169,Danco,Highland,Senior Engineer,1990-12-01,9999-01-01
411173,Anoosh,Edelhoff,Engineer,1993-06-01,1998-06-01
411177,Goa,Gien,Engineer,1988-07-30,1995-07-31
411179,Gill,Perelgut,Assistant Engineer,1989-03-17,1995-03-17
411189,Hilary,Fargier,Senior Staff,2002-07-22,9999-01-01
411190,Chandrasekaran,Cyne,Engineer,1991-12-15,1998-12-15
411191,Tiina,Beilner,Senior Engineer,1997-01-30,9999-01-01
411193,Dhritiman,Schicker,Technique Leader,1997-07-24,9999-01-01
411195,Xinan,Hertweck,Senior Staff,1993-12-17,9999-01-01
411202,Navin,Condotta,Staff,1995-11-19,9999-01-01
411204,Shaw,Genther,Assistant Engineer,1994-11-18,1999-11-18
411218,Adin,Lichtner,Technique Leader,1989-12-12,9999-01-01
411222,Yechezkel,Kakkad,Senior Staff,1991-04-28,9999-01-01
411224,Abdelghani,Ossenbruggen,Engineer,1993-04-17,1998-04-17
411226,Zvonko,Couchot,Senior Engineer,1989-11-24,9999-01-01
411234,JoAnne,Sessa,Engineer,1992-04-04,1998-04-04
411238,Yolla,Grandbois,Senior Staff,1997-04-11,9999-01-01
411239,Tzvetan,Pietracaprina,Senior Staff,2000-10-04,9999-01-01
411240,Valeska,Kropf,Senior Staff,2001-06-21,9999-01-01
411241,Hongzue,Peir,Engineer,1996-06-26,9999-01-01
411251,Kensei,Luit,Engineer,1990-06-27,1996-06-26
411252,Gaetan,Stafford,Senior Staff,1996-09-05,9999-01-01
411255,George,Lores,Assistant Engineer,1985-07-19,1994-07-19
411261,Chinhyun,Delgrande,Engineer,1994-06-04,9999-01-01
411265,Rafols,Poulakidas,Technique Leader,1995-07-06,9999-01-01
411267,Nalini,Naudin,Senior Engineer,1987-10-31,9999-01-01
411272,Kensei,Denis,Senior Engineer,1993-02-25,9999-01-01
411273,Leif,Eickenmeyer,Senior Staff,1996-02-21,9999-01-01
411274,Boutros,Katalagarianos,Staff,1996-04-19,9999-01-01
411275,Alper,Rusterholz,Staff,1998-11-21,9999-01-01
411277,Gio,Rohrbach,Senior Staff,1999-12-15,9999-01-01
411279,Radoslaw,Geffroy,Technique Leader,1993-02-11,9999-01-01
411284,Perry,Lubachevsky,Engineer,1996-10-06,9999-01-01
411288,Niranjan,Benzmuller,Senior Staff,1993-08-28,9999-01-01
411290,Turgut,Fabrizio,Engineer,1986-04-25,1991-04-25
411302,George,Negoita,Technique Leader,1986-02-19,9999-01-01
411311,Wayne,Pero,Engineer,1996-01-05,9999-01-01
411314,Boutros,Goodrum,Senior Staff,1999-02-03,9999-01-01
411317,Kauko,Werthner,Engineer,1986-09-02,1991-09-02
411319,Munenori,Desikan,Engineer,1988-01-07,1996-01-07
411320,Spyrose,Liesche,Engineer,1990-03-01,1997-03-01
411328,Alejandra,Szilard,Engineer,1985-07-02,1991-07-01
411330,Gennady,Akaboshi,Engineer,1987-01-31,1993-01-30
411337,Apostol,Binding,Senior Staff,2001-08-08,9999-01-01
411348,Georgi,Falster,Senior Staff,1988-10-28,9999-01-01
411352,Wuxu,Kroha,Senior Engineer,1989-08-03,9999-01-01
411357,Yoshinari,Imataki,Engineer,1996-10-23,9999-01-01
411366,Hatim,Schwaller,Engineer,1991-05-15,1998-05-15
411377,Arto,Junet,Staff,1999-12-29,9999-01-01
411378,Remco,Berztiss,Senior Staff,1992-11-20,9999-01-01
411384,Christoper,Sidou,Senior Engineer,1985-07-04,9999-01-01
411390,Masako,Jullig,Senior Staff,1994-06-23,9999-01-01
411393,Boguslaw,Lammel,Senior Engineer,1989-12-11,9999-01-01
411395,Guther,Kaminger,Staff,1997-06-06,9999-01-01
411412,Hairong,Schaar,Engineer,1987-12-24,1994-12-24
411421,Jenwei,Ramaiah,Assistant Engineer,1996-01-23,9999-01-01
411423,Mohua,Passafiume,Senior Staff,1993-04-09,9999-01-01
411424,Uta,Janocha,Assistant Engineer,1989-10-20,1995-10-20
411430,Xinglin,Rotem,Staff,1997-07-04,9999-01-01
411437,Zhilian,Kriebel,Senior Engineer,1994-09-23,9999-01-01
411439,Petter,Petereit,Senior Staff,1993-11-23,9999-01-01
411447,Brewster,Bernick,Engineer,1999-06-13,9999-01-01
411448,Zhaofang,Jayawardene,Senior Engineer,1991-07-26,9999-01-01
411451,Gretta,Chinal,Engineer,1998-11-23,9999-01-01
411459,Jeane,Reinhart,Senior Engineer,1994-08-19,9999-01-01
411463,Subhankar,Zallocco,Engineer,1986-07-09,1992-07-08
411470,Arnd,Lanzelotte,Senior Staff,1994-08-13,9999-01-01
411475,Bedir,Osgood,Staff,1997-05-29,9999-01-01
411482,Shaunak,Petersohn,Senior Engineer,1998-11-14,9999-01-01
411484,Arvin,Bain,Assistant Engineer,1985-12-10,1991-12-10
411492,Seongbae,Wroclawski,Senior Staff,1992-07-29,9999-01-01
411497,Lein,Lorin,Senior Staff,1998-08-14,9999-01-01
411498,Sumali,Undy,Engineer,1993-12-04,2000-12-04
411504,Karsten,Rassart,Technique Leader,1987-01-23,9999-01-01
411505,Martijn,Ranft,Senior Engineer,1988-09-30,9999-01-01
411512,Mats,Cappelli,Senior Staff,1993-02-23,9999-01-01
411516,Mamdouh,Scallan,Senior Engineer,1996-08-15,9999-01-01
411521,Divine,Roison,Senior Engineer,1998-03-06,9999-01-01
411524,Chinhyun,Nollmann,Engineer,1989-05-04,1996-05-04
411526,Christoph,Einsfeld,Senior Staff,1996-04-05,9999-01-01
411527,Vasilis,Gihr,Senior Staff,2001-02-28,9999-01-01
411532,Morrie,Thisen,Staff,1999-03-15,9999-01-01
411536,Foong,Hebert,Senior Staff,1998-08-08,9999-01-01
411538,Peer,Farrar,Engineer,1993-02-04,1999-02-04
411544,Byong,Legleitner,Senior Staff,2002-05-02,9999-01-01
411545,Pranav,Sadowsky,Engineer,1987-03-18,1994-03-18
411549,Avishai,Koshiba,Staff,1999-08-31,9999-01-01
411550,Lobel,Thibadeau,Engineer,1993-06-12,2000-06-12
411555,Giri,Dayang,Engineer,1989-12-30,1994-12-30
411558,Mariusz,Bridgland,Staff,1996-08-15,9999-01-01
411563,Jolita,Peek,Senior Staff,2001-05-06,9999-01-01
411566,Radhia,Plesums,Senior Staff,1997-03-04,9999-01-01
411573,Ymte,Casley,Engineer,1988-11-21,1997-11-21
411576,Mark,Bonifati,Engineer,1992-04-14,1998-04-14
411578,Lucian,Papadias,Engineer,1992-12-20,1998-12-20
411587,Spyrose,Kambil,Senior Staff,1991-06-11,9999-01-01
411588,Elzbieta,Verspoor,Senior Staff,2001-01-10,9999-01-01
411591,Toshiki,Radhakrishnan,Senior Staff,1997-09-21,9999-01-01
411592,Arie,Bhattacharjee,Senior Staff,1999-08-07,9999-01-01
411597,Divier,Rahier,Engineer,1992-04-28,1997-04-28
411608,Elliott,Jumpertz,Engineer,1992-06-04,1997-06-04
411612,Miomir,Zweizig,Engineer,1993-11-24,1998-11-24
411615,Guther,Karlin,Senior Engineer,1985-03-21,9999-01-01
411617,Spyrose,Belinskaya,Senior Staff,1992-05-22,9999-01-01
411618,Naftaly,Lung,Senior Engineer,1996-04-02,9999-01-01
411623,Heon,Peron,Technique Leader,1985-05-20,9999-01-01
411626,Georg,Angiulli,Engineer,1995-01-28,9999-01-01
411643,Kankanahalli,Billawala,Senior Staff,1995-11-09,9999-01-01
411644,Yonghoan,Collette,Senior Staff,1990-03-24,9999-01-01
411646,Yongmao,Hutter,Senior Staff,1995-06-20,9999-01-01
411653,Mani,Parhami,Engineer,1986-10-07,1991-10-07
411654,Shahid,Swick,Senior Engineer,1998-11-14,9999-01-01
411655,Nahum,Valette,Engineer,1986-06-15,1991-06-15
411662,Zhaofang,Lanphier,Engineer,1999-04-04,9999-01-01
411663,Bodo,Eugenio,Engineer,1997-06-02,9999-01-01
411665,Martine,Pepe,Senior Engineer,1997-12-05,9999-01-01
411668,Tetsushi,Anguita,Engineer,1999-06-20,9999-01-01
411669,Taegyun,Constantine,Senior Staff,1996-09-22,9999-01-01
411670,Falguni,Emiris,Senior Staff,1998-12-04,9999-01-01
411676,Arie,Kroft,Senior Staff,1989-02-27,9999-01-01
411681,Florian,Lambe,Engineer,1997-07-23,9999-01-01
411684,Mara,Ravishankar,Engineer,1992-06-26,2000-06-26
411685,Irene,Miculan,Engineer,1993-04-29,1998-04-29
411696,Arfst,Mateescu,Senior Staff,1990-12-08,9999-01-01
411703,Kousuke,Shinomoto,Staff,1999-02-02,9999-01-01
411714,Sangeeta,DiGiano,Engineer,1991-10-30,1999-10-30
411715,Ranga,Pileggi,Engineer,1995-02-27,2002-02-27
411718,Weidon,Krybus,Engineer,1997-06-22,2002-06-22
411719,Fumino,Sambasivam,Engineer,1985-08-08,1994-08-08
411720,Vasiliy,Ballarin,Assistant Engineer,1997-11-02,9999-01-01
411721,Aleksander,Muchinsky,Engineer,1989-12-19,1994-12-19
411734,Tse,Krychniak,Senior Staff,1994-01-25,9999-01-01
411739,Valdiodio,Litvinov,Staff,1997-07-22,9999-01-01
411742,Tesuya,Syrzycki,Technique Leader,1994-03-29,9999-01-01
411746,Jianhui,Callaway,Senior Staff,1999-08-29,9999-01-01
411748,Barton,Michaels,Senior Staff,1996-08-31,9999-01-01
411749,Ioana,Munos,Staff,1995-11-19,9999-01-01
411751,Conor,Tanemo,Staff,1998-07-31,9999-01-01
411752,Remko,Nitsche,Engineer,1995-06-16,2000-06-15
411756,Chikara,Baca,Engineer,1989-12-02,1994-12-02
411758,Josyula,Velasco,Engineer,1996-02-02,9999-01-01
411759,Prasadram,Biros,Engineer,1987-05-10,1992-05-09
411766,Kinh,Peac,Engineer,1985-11-26,1991-11-26
411767,Patricia,Beeson,Engineer,1987-06-24,1994-06-24
411768,Junichi,Kranzdorf,Senior Staff,1994-07-27,9999-01-01
411774,Tremaine,Vitiello,Senior Staff,1996-01-06,9999-01-01
411784,Leandro,Katalagarianos,Staff,1998-06-13,9999-01-01
411786,Maren,Beutelspacher,Engineer,1994-10-10,9999-01-01
411789,Frederique,Sevcikova,Engineer,1999-04-02,9999-01-01
411794,Amabile,Kakkar,Senior Staff,2002-03-20,9999-01-01
